Name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
joshimath,15-05-2010,30.2,15.5,22.8,28.2,15.5,22.2,-0.7,22.4,0,0,0,,,,,26.6,267,,3.9,,344.2,29.6,10,,2010-05-15T05:17:33,2010-05-15T18:58:58,0.04,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,16-05-2010,31.7,15.3,23.6,29.5,15.3,22.9,-0.4,22.7,0,0,0,,,,,24.5,265.8,,2.5,,356.8,30.9,10,,2010-05-16T05:16:56,2010-05-16T18:59:37,0.08,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,17-05-2010,33.6,17.5,25.3,31.1,17.5,24.4,0.6,21.7,0,0,0,,,,,22.3,272.1,,31,,319,27.6,10,,2010-05-17T05:16:19,2010-05-17T19:00:16,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
joshimath,18-05-2010,30.1,19.4,24.8,28.3,19.4,24.2,5.7,30.4,2.1,100,25,rain,,,,16.9,244.7,,61.1,,246.1,21.2,7,,2010-05-18T05:15:44,2010-05-18T19:00:55,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
joshimath,19-05-2010,30.8,19.8,24.4,28.8,19.8,23.8,6.6,34,0.4,100,12.5,rain,,,,26.3,246.6,,25.4,,317.6,27.7,10,,2010-05-19T05:15:11,2010-05-19T19:01:33,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
joshimath,20-05-2010,29.9,16.8,23,28,16.8,22.5,-0.1,24.5,0,0,0,,,,,19.8,246.7,,6.3,,363.2,31.5,10,,2010-05-20T05:14:38,2010-05-20T19:02:11,0.22,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,21-05-2010,32.5,15.6,24.1,30.1,15.6,23.3,-2.2,19.1,0,0,0,,,,,24.8,238.9,,0.4,,365.5,31.7,10,,2010-05-21T05:14:08,2010-05-21T19:02:49,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,22-05-2010,33.1,16.8,24.9,30.6,16.8,24,-1.8,18.5,0,0,0,,,,,25.2,243,,1,,363,31.4,10,,2010-05-22T05:13:38,2010-05-22T19:03:26,0.3,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,23-05-2010,31.4,16.7,24.2,29.2,16.7,23.5,1.8,25.2,4.5,100,25,rain,,,,26.3,255.1,,5.8,,334.5,28.7,10,,2010-05-23T05:13:10,2010-05-23T19:04:03,0.33,Rain,Clear conditions throughout the day with afternoon rain.,rain,remote
joshimath,24-05-2010,32.5,16.1,24.3,30.2,16.1,23.4,4,30.6,0.3,100,12.5,rain,,,,27.7,268.6,,0.9,,349.5,30.2,10,,2010-05-24T05:12:43,2010-05-24T19:04:40,0.37,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,25-05-2010,32.1,17.6,24.6,29.8,17.6,23.7,-0.4,21.6,0,0,0,,,,,20.9,255.6,,0.2,,357.6,30.7,10,,2010-05-25T05:12:18,2010-05-25T19:05:16,0.4,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,26-05-2010,34,16.2,25.6,31.4,16.2,24.6,-4.3,15.9,0,0,0,,,,,23,246.8,,0.6,,372.4,32.4,10,,2010-05-26T05:11:54,2010-05-26T19:05:52,0.44,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,27-05-2010,34.4,18.1,26.4,31.8,18.1,25.4,-4,15.2,0.1,100,4.17,rain,,,,25.6,236.7,,2.6,,364.6,31.4,10,,2010-05-27T05:11:31,2010-05-27T19:06:27,0.48,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
joshimath,28-05-2010,30.7,17.2,24,28.9,17.2,23.4,7.1,36.2,2.4,100,70.83,rain,,,,20.5,163.5,,8.6,,317.8,27.5,9,,2010-05-28T05:11:10,2010-05-28T19:07:02,0.5,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,29-05-2010,30.3,15.9,22.7,28.5,15.9,22.3,8,43,0.7,100,20.83,rain,,,,26.6,235.6,,3.3,,317.5,27.5,10,,2010-05-29T05:10:50,2010-05-29T19:07:37,0.54,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,30-05-2010,29.5,14.8,22.4,27.7,14.8,21.9,1.4,27.4,0,0,0,,,,,23.8,253.3,,5.6,,339.4,29.3,10,,2010-05-30T05:10:32,2010-05-30T19:08:10,0.57,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,31-05-2010,31.4,15.2,23.5,29.2,15.2,22.8,0.6,24.2,0,0,0,,,,,25.2,251.7,,1.2,,367.8,31.8,10,,2010-05-31T05:10:15,2010-05-31T19:08:44,0.61,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,01-06-2010,32.8,17.9,25,30.4,17.9,24.1,-1.2,19.9,0,0,0,,,,,24.5,261.8,,0.6,,372.4,32.2,10,,2010-06-01T05:10:00,2010-06-01T19:09:16,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,02-06-2010,32.8,16.4,24.9,30.4,16.4,24,1.2,22.9,0,0,0,,,,,26.6,263.1,,2.1,,350.8,30.2,10,,2010-06-02T05:09:46,2010-06-02T19:09:48,0.67,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,03-06-2010,33.5,18.9,25.6,31.1,18.9,24.7,4.8,28.4,0,0,0,,,,,27.7,263.4,,37,,316.8,27.4,10,,2010-06-03T05:09:33,2010-06-03T19:10:19,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,04-06-2010,31.5,19.2,24.7,29.5,19.2,24.1,7.7,36.8,4,100,54.17,rain,,,,28.1,261.2,,30.1,,331.6,28.5,10,,2010-06-04T05:09:22,2010-06-04T19:10:50,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,05-06-2010,27.8,17.3,22.1,26.7,17.3,22,8.7,45.4,0,0,0,,,,,23,266.7,,62.1,,248.4,21.4,7,,2010-06-05T05:09:13,2010-06-05T19:11:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,06-06-2010,29.4,13.8,21.6,27.6,13.8,21.2,2.1,32.5,0,0,0,,,,,28.8,269.3,,18.7,,371,32.1,10,,2010-06-06T05:09:04,2010-06-06T19:11:49,0.8,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,07-06-2010,27.1,16.4,21.3,26.5,16.4,21.2,3.2,33.8,3,100,50,rain,,,,14.8,249.7,,76.2,,231.4,20,7,,2010-06-07T05:08:58,2010-06-07T19:12:17,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,08-06-2010,26.5,16,20.9,26.5,16,20.9,9.8,51.2,1.5,100,50,rain,,,,18.7,132,,48.9,,265,22.8,8,,2010-06-08T05:08:52,2010-06-08T19:12:44,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,09-06-2010,27.6,16.1,21.7,26.8,16.1,21.6,11,53.5,3,100,41.67,rain,,,,16.9,171.7,,25.4,,291.2,25.1,9,,2010-06-09T05:08:48,2010-06-09T19:13:11,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
joshimath,10-06-2010,28.7,14.6,21.8,27.3,14.6,21.6,9.2,49.2,0,0,0,,,,,17.3,223.6,,14.9,,331.1,28.5,10,,2010-06-10T05:08:46,2010-06-10T19:13:36,0.93,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,11-06-2010,30.1,14.1,22.7,28.3,14.1,22.2,7,40.4,0,0,0,,,,,19.8,216.7,,5.4,,358.9,31.1,10,,2010-06-11T05:08:45,2010-06-11T19:14:01,0.96,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,12-06-2010,31,15.3,23.6,29,15.3,23,6.7,36.7,0,0,0,,,,,20.5,203.7,,6.1,,358.2,30.9,10,,2010-06-12T05:08:45,2010-06-12T19:14:24,0,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,13-06-2010,27.7,17.6,22.5,26.9,17.6,22.3,10,47.2,3.2,100,50,rain,,,,14.8,190.4,,30.4,,268.1,23.3,8,,2010-06-13T05:08:46,2010-06-13T19:14:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,14-06-2010,29.8,14.7,22.2,28.2,14.7,21.8,9.4,49.1,0.9,100,16.67,rain,,,,24.5,262.9,,8.8,,336.8,29.1,10,,2010-06-14T05:08:49,2010-06-14T19:15:09,0.06,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,15-06-2010,32.4,15,23.9,30.2,15,23.1,6.5,37.7,0,0,0,,,,,28.8,272.3,,2.8,,364.1,31.4,10,,2010-06-15T05:08:53,2010-06-15T19:15:29,0.1,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,16-06-2010,30,17.7,23.2,28.4,17.7,22.9,8.8,41.8,0,0,0,,,,,18.4,250.2,,39.6,,285.7,24.6,9,,2010-06-16T05:08:59,2010-06-16T19:15:48,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,17-06-2010,29.9,16.4,23.5,28.2,16.4,23.1,8.7,42.2,0,0,0,,,,,19.4,227.3,,32.1,,319.7,27.7,9,,2010-06-17T05:09:06,2010-06-17T19:16:07,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,18-06-2010,32.6,18,25.1,30.3,18,24.3,4.7,29.6,0,0,0,,,,,21.2,230.2,,2.7,,368.1,32,10,,2010-06-18T05:09:14,2010-06-18T19:16:24,0.21,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,19-06-2010,32.8,18.3,25.7,30.6,18.3,24.9,6,30.1,0,0,0,,,,,21.6,242.4,,7.9,,355,30.7,10,,2010-06-19T05:09:23,2010-06-19T19:16:40,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,20-06-2010,32.3,19.7,25.9,30.3,19.7,25.2,8.8,35.6,0,0,0,,,,,22,240.8,,38.5,,291.8,25.2,10,,2010-06-20T05:09:34,2010-06-20T19:16:55,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
joshimath,21-06-2010,33.2,19.5,26.3,31,19.5,25.5,9.2,37.9,0.8,100,29.17,rain,,,,27.7,258.7,,16.6,,324.4,28,9,,2010-06-21T05:09:46,2010-06-21T19:17:08,0.31,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,remote
joshimath,22-06-2010,32.6,17.8,25.5,30.4,17.8,24.7,7.3,34,6.4,100,54.17,rain,,,,27,259.6,,7.3,,333.9,29,10,,2010-06-22T05:09:59,2010-06-22T19:17:21,0.35,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,23-06-2010,30.9,18.5,24.5,29.1,18.5,24,10.4,44.1,6.5,100,75,rain,,,,23.4,261.2,,11.8,,325.8,28.1,10,,2010-06-23T05:10:13,2010-06-23T19:17:32,0.39,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,24-06-2010,29.1,19.2,23.6,28.1,19.2,23.4,12.8,53.1,15.1,100,100,rain,,,,18.4,245.7,,18.8,,292.7,25.3,9,,2010-06-24T05:10:28,2010-06-24T19:17:41,0.42,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,25-06-2010,28,17.7,22.4,27.5,17.7,22.3,13.7,60.5,9.3,100,37.5,rain,,,,20.5,261.8,,8.5,,318.3,27.5,10,,2010-06-25T05:10:45,2010-06-25T19:17:50,0.46,Rain,Clear conditions throughout the day with rain clearing later.,rain,remote
joshimath,26-06-2010,29.5,17.4,23.3,28.6,17.4,23.1,13.1,55.2,0,0,0,,,,,16.6,243.1,,5.7,,342.5,29.7,10,,2010-06-26T05:11:02,2010-06-26T19:17:57,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,27-06-2010,29.2,17.3,23.4,28.3,17.3,23.2,13.3,56,4.7,100,45.83,rain,,,,15.5,230.8,,12.3,,326.8,28.4,10,,2010-06-27T05:11:21,2010-06-27T19:18:03,0.53,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,28-06-2010,30,19.5,24.3,28.3,19.5,23.8,11.9,50.4,0.6,100,16.67,rain,,,,18.7,255.4,,12.9,,352.3,30.6,10,,2010-06-28T05:11:41,2010-06-28T19:18:07,0.56,Rain,Clear conditions throughout the day with early morning rain.,rain,remote
joshimath,29-06-2010,30,16.9,23.7,28.5,16.9,23.4,11.4,49.2,0,0,0,,,,,17.6,264,,10,,313.8,27.2,10,,2010-06-29T05:12:01,2010-06-29T19:18:10,0.59,Clear,Clear conditions throughout the day.,clear-day,remote
joshimath,30-06-2010,30.7,18.1,24.6,29.2,18.1,24.2,12.3,49.1,0.1,100,4.17,rain,,,,22.3,269.2,,24.1,,318.2,27.6,10,,2010-06-30T05:12:23,2010-06-30T19:18:12,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
joshimath,01-07-2010,26.5,17.9,22.5,26.5,17.9,22.5,13.5,59,20.2,100,54.17,rain,,,,16.2,261.8,,13.6,,289.9,25.1,8,,2010-07-01T05:12:46,2010-07-01T19:18:12,0.66,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,02-07-2010,28.7,15.8,22.1,27.7,15.8,22,13,60.4,4.7,100,37.5,rain,,,,16.9,249.9,,8.1,,344.6,30,10,,2010-07-02T05:13:09,2010-07-02T19:18:11,0.69,Rain,Clear conditions throughout the day with rain clearing later.,rain,remote
joshimath,03-07-2010,25.9,17.6,21,25.9,17.6,21,15.5,72.1,2.3,100,62.5,rain,,,,10.8,146.9,,61.5,,184.1,16,6,,2010-07-03T05:13:34,2010-07-03T19:18:08,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,04-07-2010,23.7,18.3,20.6,23.7,18.3,20.6,17.8,85,29.5,100,70.83,rain,,,,13.3,190.4,,63,,166.5,14.5,6,,2010-07-04T05:13:59,2010-07-04T19:18:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,05-07-2010,25.1,17.4,20.7,25.1,17.4,20.7,17.5,83,39.8,100,100,rain,,,,14.4,146.4,,47.2,,291.5,25.2,9,,2010-07-05T05:14:25,2010-07-05T19:17:58,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,06-07-2010,24.8,17.2,20.7,24.8,17.2,20.7,17.2,81.9,22.9,100,100,rain,,,,14,138.2,,51.4,,245.8,21.3,8,,2010-07-06T05:14:52,2010-07-06T19:17:51,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,07-07-2010,22.6,17.9,20.1,22.6,17.9,20.1,17.9,87.7,11.7,100,87.5,rain,,,,15.1,154.3,,65.9,,149.4,13,5,,2010-07-07T05:15:19,2010-07-07T19:17:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,08-07-2010,25.3,17.6,21.3,25.3,17.6,21.3,18,82.6,4.9,100,91.67,rain,,,,15.1,229.5,,23.9,,286.1,24.8,9,,2010-07-08T05:15:48,2010-07-08T19:17:33,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,09-07-2010,26.5,18.5,22,26.5,18.5,22,18.9,83.8,6.3,100,75,rain,,,,20.2,244.7,,42.3,,293.7,25.4,9,,2010-07-09T05:16:17,2010-07-09T19:17:21,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,10-07-2010,25.8,17.8,21.6,25.8,17.8,21.6,18.1,81.4,6.4,100,66.67,rain,,,,15.8,255.2,,26.7,,280.9,24.3,9,,2010-07-10T05:16:47,2010-07-10T19:17:09,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,11-07-2010,26,17.2,21.5,26,17.2,21.5,17.6,79.9,8.4,100,100,rain,,,,17.6,257.7,,32.6,,294.9,25.4,9,,2010-07-11T05:17:17,2010-07-11T19:16:54,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,12-07-2010,25.2,18.3,21.1,25.2,18.3,21.1,18.1,84,10.2,100,100,rain,,,,18.7,246.9,,44.7,,245.8,21.1,9,,2010-07-12T05:17:48,2010-07-12T19:16:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,13-07-2010,25.2,17.1,20.8,25.2,17.1,20.8,17.1,81.1,2.4,100,37.5,rain,,,,14.4,249.5,,33.5,,302.7,26.2,9,,2010-07-13T05:18:19,2010-07-13T19:16:21,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
joshimath,14-07-2010,26.4,16.8,21.4,26.4,16.8,21.4,17.1,78,2.3,100,45.83,rain,,,,13,240.7,,16.8,,326.2,28.2,10,,2010-07-14T05:18:52,2010-07-14T19:16:02,0.09,Rain,Clear conditions throughout the day with rain.,rain,remote
joshimath,15-07-2010,26.3,18,21.9,26.3,18,21.9,17.8,78.8,12.3,100,62.5,rain,,,,14.8,235.2,,26.8,,315.1,27,10,,2010-07-15T05:19:24,2010-07-15T19:15:42,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,16-07-2010,26.3,18.3,21.9,26.3,18.3,21.9,19,84.6,5.3,100,87.5,rain,,,,15.8,237.5,,58.2,,261.2,22.7,8,,2010-07-16T05:19:57,2010-07-16T19:15:20,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,remote
joshimath,17-07-2010,24.3,18.7,21,24.3,18.7,21,18.9,88.7,6.2,100,75,rain,,,,15.8,196.2,,75.6,,177.7,15.3,6,,2010-07-17T05:20:31,2010-07-17T19:14:57,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,18-07-2010,22.3,19.6,20.9,22.3,19.6,20.9,20,94.9,12.1,100,70.83,rain,,,,19.4,226.2,,91.3,,82.7,7.1,2,,2010-07-18T05:21:04,2010-07-18T19:14:32,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,19-07-2010,21,17.8,19.6,21,17.8,19.6,18.3,92.7,46,100,100,rain,,,,21.2,140.8,,96.6,,129.6,11.3,4,,2010-07-19T05:21:39,2010-07-19T19:14:06,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,20-07-2010,21.6,16.7,18.8,21.6,16.7,18.8,17.1,90,45.1,100,100,rain,,,,19.4,129.2,,87.6,,190.9,16.4,6,,2010-07-20T05:22:13,2010-07-20T19:13:39,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,21-07-2010,20.7,16.4,18.5,20.7,16.4,18.5,16.9,90.9,4.9,100,95.83,rain,,,,11.5,128.6,,91.7,,106.5,9.2,3,,2010-07-21T05:22:48,2010-07-21T19:13:10,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,22-07-2010,21.7,16.8,19.1,21.7,16.8,19.1,17.5,90.3,20.3,100,100,rain,,,,13,149.6,,70.6,,165.7,14.2,5,,2010-07-22T05:23:24,2010-07-22T19:12:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,23-07-2010,24.3,16.8,20.3,24.3,16.8,20.3,17.6,85.5,5.1,100,45.83,rain,,,,11.5,221.1,,56.4,,265.2,22.8,8,,2010-07-23T05:23:59,2010-07-23T19:12:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,24-07-2010,24.5,17.9,20.7,24.5,17.9,20.7,19,90.8,4.6,100,66.67,rain,,,,17.3,228,,88.5,,227.7,19.8,8,,2010-07-24T05:24:35,2010-07-24T19:11:34,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,25-07-2010,25.7,18.3,21.6,25.7,18.3,21.6,19,86.4,3.6,100,91.67,rain,,,,14,205.1,,91.4,,264.5,22.8,9,,2010-07-25T05:25:11,2010-07-25T19:11:00,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,26-07-2010,23.3,17.9,20.5,23.3,17.9,20.5,18.2,87.6,3.7,100,79.17,rain,,,,14,172.9,,90.8,,211.8,18.3,7,,2010-07-26T05:25:47,2010-07-26T19:10:24,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,27-07-2010,22.3,16.3,19.3,22.3,16.3,19.3,16.7,85.6,5.3,100,79.17,rain,,,,14.8,124.2,,94.4,,214.5,18.5,7,,2010-07-27T05:26:23,2010-07-27T19:09:47,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,28-07-2010,22.5,17,19.5,22.5,17,19.5,16.6,84,16.8,100,83.33,rain,,,,12.2,136.9,,81.7,,181.4,15.6,5,,2010-07-28T05:27:00,2010-07-28T19:09:08,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,29-07-2010,24.6,17.2,20.7,24.6,17.2,20.7,18.3,86.3,23,100,70.83,rain,,,,14.4,241.6,,50.3,,294.1,25.2,9,,2010-07-29T05:27:36,2010-07-29T19:08:28,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
joshimath,30-07-2010,22.8,16.5,19.5,22.8,16.5,19.5,18.5,93.7,124.7,100,100,rain,,,,20.5,196.1,,87.6,,156.7,13.4,6,,2010-07-30T05:28:13,2010-07-30T19:07:47,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,31-07-2010,19.8,16.1,17.8,19.8,16.1,17.8,16.1,89.5,50.4,100,100,rain,,,,14,109.4,,96.2,,104.1,9.1,4,,2010-07-31T05:28:50,2010-07-31T19:07:04,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,01-08-2010,22,16.6,19.2,22,16.6,19.2,17.1,87.7,19.6,100,91.67,rain,,,,16.9,188.5,,78.6,,206.5,17.7,6,,2010-08-01T05:29:27,2010-08-01T19:06:21,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,02-08-2010,24.2,17,20.2,24.2,17,20.2,17.2,83,3.6,100,70.83,rain,,,,14.8,172.3,,48.3,,281,24.3,9,,2010-08-02T05:30:04,2010-08-02T19:05:35,0.74,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,remote
joshimath,03-08-2010,23.3,16.3,19.6,23.3,16.3,19.6,17.3,87.1,4,100,58.33,rain,,,,15.1,152.6,,79.2,,284.8,24.6,9,,2010-08-03T05:30:41,2010-08-03T19:04:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,04-08-2010,24.8,15.4,20.3,24.8,15.4,20.3,17.1,82.8,12.4,100,79.17,rain,,,,13.7,163.4,,88.3,,321.4,27.7,10,,2010-08-04T05:31:18,2010-08-04T19:04:02,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,05-08-2010,21.4,18.3,19.8,21.4,18.3,19.8,18.2,91,19.2,100,87.5,rain,,,,19.4,160,,88.2,,169.1,14.7,5,,2010-08-05T05:31:55,2010-08-05T19:03:13,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,06-08-2010,23.5,17.4,20.2,23.5,17.4,20.2,18.1,87.9,4.5,100,83.33,rain,,,,12.2,170.1,,92.5,,183.6,15.8,7,,2010-08-06T05:32:31,2010-08-06T19:02:23,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,07-08-2010,23.3,18.1,20.3,23.3,18.1,20.3,18,86.7,5.3,100,75,rain,,,,17.6,200.6,,90.2,,182.3,15.6,6,,2010-08-07T05:33:08,2010-08-07T19:01:32,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
joshimath,08-08-2010,24.1,16,20,24.1,16,20,17.3,85.2,23.3,100,91.67,rain,,,,10.4,199.9,,84.7,,258.4,22.2,9,,2010-08-08T05:33:45,2010-08-08T19:00:40,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,09-08-2010,22.3,18.3,20,22.3,18.3,20,18.7,92.4,16.1,100,79.17,rain,,,,15.5,214.1,,81.4,,111.1,9.5,4,,2010-08-09T05:34:22,2010-08-09T18:59:47,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,10-08-2010,21.5,17.5,19.3,21.5,17.5,19.3,17.9,92.2,18.5,100,100,rain,,,,15.5,169.1,,87.9,,143.3,12.4,5,,2010-08-10T05:34:59,2010-08-10T18:58:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,11-08-2010,21.9,17.1,19.5,21.9,17.1,19.5,18.5,94,7.9,100,95.83,rain,,,,12.6,204.8,,94.8,,91.5,8,3,,2010-08-11T05:35:35,2010-08-11T18:57:57,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,12-08-2010,21.7,18.2,19.8,21.7,18.2,19.8,18.9,94.9,3.6,100,100,rain,,,,17.3,215,,93.3,,105.6,9.2,4,,2010-08-12T05:36:12,2010-08-12T18:57:01,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,13-08-2010,21.5,17.6,19.6,21.5,17.6,19.6,18.2,92.1,16.3,100,95.83,rain,,,,20.5,220.7,,93.5,,102.9,8.9,3,,2010-08-13T05:36:48,2010-08-13T18:56:04,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,14-08-2010,22.7,15.7,18.8,22.7,15.7,18.8,16.6,87.9,11.8,100,100,rain,,,,10.1,131.7,,73.6,,176.1,15.2,7,,2010-08-14T05:37:24,2010-08-14T18:55:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
joshimath,15-08-2010,24.1,17.2,20.4,24.1,17.2,20.4,18.1,87.2,4.7,100,66.67,rain,,,,13.7,204.9,,39.3,,266.4,22.9,9,,2010-08-15T05:38:01,2010-08-15T18:54:06,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
joshimath,16-08-2010,21.5,18.2,19.7,21.5,18.2,19.7,18,90.5,3.4,100,79.17,rain,,,,10.4,166.6,,94.6,,126,10.9,4,,2010-08-16T05:38:37,2010-08-16T18:53:06,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
